yourlist:M20171116F725F458AC8690F874DD868E4ED79B88D9A3DCC	isomap:M20171116F725F458AC8690F874DD868E4ED79B88D9A3DCC	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
27335		U3LUI4	U3LUI4_HUMAN	unreviewed	Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (eIF-3 p25)	EIF3K EIF3S12	Homo sapiens (Human)	185
27339		Q9UMS4	PRP19_HUMAN	reviewed	Pre-mRNA-processing factor 19 (EC 2.3.2.27) (Nuclear matrix protein 200) (PRP19/PSO4 homolog) (hPso4) (RING-type E3 ubiquitin transferase PRP19) (Senescence evasion factor)	PRPF19 NMP200 PRP19 SNEV	Homo sapiens (Human)	504
2734		Q92896	GSLG1_HUMAN	reviewed	Golgi apparatus protein 1 (CFR-1) (Cysteine-rich fibroblast growth factor receptor) (E-selectin ligand 1) (ESL-1) (Golgi sialoglycoprotein MG-160)	GLG1 CFR1 ESL1 MG160	Homo sapiens (Human)	1179
27350		Q9NRW3	ABC3C_HUMAN	reviewed	DNA dC->dU-editing enzyme APOBEC-3C (A3C) (EC 3.5.4.-) (APOBEC1-like) (Phorbolin I)	APOBEC3C APOBEC1L PBI	Homo sapiens (Human)	190
274		A0A024RAE9	A0A024RAE9_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_d	BIN1 hCG_40441	Homo sapiens (Human)	454
274		A0A024RAF0	A0A024RAF0_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_c	BIN1 hCG_40441	Homo sapiens (Human)	518
274		A0A024RAF1	A0A024RAF1_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_k	BIN1 hCG_40441	Homo sapiens (Human)	593
274		A0A024RAF6	A0A024RAF6_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_e	BIN1 hCG_40441	Homo sapiens (Human)	550
274		A0A024RAG8	A0A024RAG8_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_f	BIN1 hCG_40441	Homo sapiens (Human)	439
274		A0A024RAG9	A0A024RAG9_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_j	BIN1 hCG_40441	Homo sapiens (Human)	424
274		A0A024RAI4	A0A024RAI4_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_b	BIN1 hCG_40441	Homo sapiens (Human)	475
274		A0A024RAI5	A0A024RAI5_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_a	BIN1 hCG_40441	Homo sapiens (Human)	482
274		A0A024RAI6	A0A024RAI6_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_g	BIN1 hCG_40441	Homo sapiens (Human)	409
274		A0A024RAJ2	A0A024RAJ2_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_h	BIN1 hCG_40441	Homo sapiens (Human)	497
274		A0A024RAJ3	A0A024RAJ3_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_i	BIN1 hCG_40441	Homo sapiens (Human)	506
274		B7Z2Z2	B7Z2Z2_HUMAN	unreviewed	cDNA FLJ60546, highly similar to Homo sapiens bridging integrator 1 (BIN1), transcript variant 3, mRNA		Homo sapiens (Human)	470
274		B7Z6Y2	B7Z6Y2_HUMAN	unreviewed	cDNA FLJ54942, highly similar to Homo sapiens bridging integrator 1 (BIN1), transcript variant 10, mRNA		Homo sapiens (Human)	385
274		O00499	BIN1_HUMAN	reviewed	Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Box-dependent myc-interacting protein 1) (Bridging integrator 1)	BIN1 AMPHL	Homo sapiens (Human)	593
274		Q9BTH3	Q9BTH3_HUMAN	unreviewed	Bridging integrator 1	BIN1	Homo sapiens (Human)	439
2740		A0A142FHB8	A0A142FHB8_HUMAN	unreviewed	Glucagon-like peptide-1 receptor	GLP1R	Homo sapiens (Human)	463
2740		P43220	GLP1R_HUMAN	reviewed	Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R)	GLP1R	Homo sapiens (Human)	463
2746		E9KL48	E9KL48_HUMAN	unreviewed	Epididymis tissue sperm binding protein Li 18mP (Glutamate dehydrogenase 1, isoform CRA_d)	GLUD1 hCG_1993805	Homo sapiens (Human)	558
2746		P00367	DHE3_HUMAN	reviewed	Glutamate dehydrogenase 1, mitochondrial (GDH 1) (EC 1.4.1.3)	GLUD1 GLUD	Homo sapiens (Human)	558
2771		B3KP24	B3KP24_HUMAN	unreviewed	cDNA FLJ31012 fis, clone HLUNG2000217, highly similar to Guanine nucleotide-binding protein G(i), alpha-2 subunit		Homo sapiens (Human)	274
2771		B3KX51	B3KX51_HUMAN	unreviewed	cDNA FLJ44754 fis, clone BRACE3030748, highly similar to Guanine nucleotide-binding protein G(i), alpha-2 subunit		Homo sapiens (Human)	303
2771		P04899	GNAI2_HUMAN	reviewed	Guanine nucleotide-binding protein G(i) subunit alpha-2 (Adenylate cyclase-inhibiting G alpha protein)	GNAI2 GNAI2B	Homo sapiens (Human)	355
2778		A0A0S2Z3H8	A0A0S2Z3H8_HUMAN	unreviewed	GNAS complex locus isoform 1 (Fragment)	GNAS	Homo sapiens (Human)	394
2778		A0A0S2Z3S5	A0A0S2Z3S5_HUMAN	unreviewed	GNAS complex locus isoform 2 (Fragment)	GNAS	Homo sapiens (Human)	380
2778		B0AZR9	B0AZR9_HUMAN	unreviewed	GNAS complex locus, isoform CRA_b (cDNA, FLJ79509, highly similar to Guanine nucleotide-binding protein G(s)subunit alpha) (cDNA, FLJ79523, highly similar to Guanine nucleotide-binding protein G(s)subunit alpha)	GNAS hCG_1788380	Homo sapiens (Human)	335
2778		O95467	GNAS3_HUMAN	reviewed	Neuroendocrine secretory protein 55 (NESP55) [Cleaved into: LHAL tetrapeptide; GPIPIRRH peptide]	GNAS GNAS1	Homo sapiens (Human)	245
2778		P63092	GNAS2_HUMAN	reviewed	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short (Adenylate cyclase-stimulating G alpha protein)	GNAS GNAS1 GSP	Homo sapiens (Human)	394
2778		P84996	ALEX_HUMAN	reviewed	Protein ALEX (Alternative gene product encoded by XL-exon)	GNAS GNAS1	Homo sapiens (Human)	626
2778		Q14455	Q14455_HUMAN	unreviewed	Alpha subunit of GsGTP binding protein (Fragment)	GSA	Homo sapiens (Human)	419
2778		Q5FWY2	Q5FWY2_HUMAN	unreviewed	GNAS complex locus	GNAS	Homo sapiens (Human)	380
2778		Q5JWD1	Q5JWD1_HUMAN	unreviewed	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	GNAS	Homo sapiens (Human)	87
2778		Q5JWF2	GNAS1_HUMAN	reviewed	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas (Adenylate cyclase-stimulating G alpha protein) (Extra large alphas protein) (XLalphas)	GNAS GNAS1	Homo sapiens (Human)	1037
2782		A0A024R056	A0A024R056_HUMAN	unreviewed	Guanine nucleotide binding protein (G protein), beta polypeptide 1, isoform CRA_a (Testicular tissue protein Li 72)	GNB1 hCG_23470	Homo sapiens (Human)	340
2782		B3KVK2	B3KVK2_HUMAN	unreviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (cDNA FLJ16663 fis, clone THYMU2005759, highly similar to Guanine nucleotide-binding proteinG(I)/G(S)/G(T) subunit beta 1)	GNB1	Homo sapiens (Human)	240
2782		P62873	GBB1_HUMAN	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Transducin beta chain 1)	GNB1	Homo sapiens (Human)	340
2783		P62879	GBB2_HUMAN	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (G protein subunit beta-2) (Transducin beta chain 2)	GNB2	Homo sapiens (Human)	340
2783		Q6FHM2	Q6FHM2_HUMAN	unreviewed	GNB2 protein (Guanine nucleotide binding protein (G protein), beta polypeptide 2, isoform CRA_a) (cDNA FLJ77321, highly similar to Homo sapiens guanine nucleotide binding protein (G protein), beta polypeptide 2 (GNB2), mRNA)	GNB2 hCG_20449	Homo sapiens (Human)	340
2784		E9PCP0	E9PCP0_HUMAN	unreviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3	GNB3	Homo sapiens (Human)	339
2784		F1T0G5	F1T0G5_HUMAN	unreviewed	Guanine nucleotide binding protein (G protein), beta polypeptide 3 (Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3)	GNB3 hCG_25935	Homo sapiens (Human)	340
2784		P16520	GBB3_HUMAN	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3 (Transducin beta chain 3)	GNB3	Homo sapiens (Human)	340
2786		B1APZ0	B1APZ0_HUMAN	unreviewed	Guanine nucleotide-binding protein subunit gamma	GNG4 hCG_23460	Homo sapiens (Human)	75
2786		P50150	GBG4_HUMAN	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4	GNG4 GNGT4	Homo sapiens (Human)	75
2800		A0A024R869	A0A024R869_HUMAN	unreviewed	Golgi autoantigen, golgin subfamily a, 1, isoform CRA_a	GOLGA1 hCG_27386	Homo sapiens (Human)	767
2800		Q92805	GOGA1_HUMAN	reviewed	Golgin subfamily A member 1 (Golgin-97)	GOLGA1	Homo sapiens (Human)	767
280691		P62803	H4_BOVIN	reviewed	Histone H4 (H4.1)		Bos taurus (Bovine)	103
280993		F1N2M5	F1N2M5_BOVIN	unreviewed	Alkaline phosphatase (EC 3.1.3.1)	ALPI	Bos taurus (Bovine)	533
281831		P19120	HSP7C_BOVIN	reviewed	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8)	HSPA8 HSC70	Bos taurus (Bovine)	650
281969		P14100	PDE1A_BOVIN	reviewed	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A (Cam-PDE 1A) (EC 3.1.4.17) (61 kDa Cam-PDE)	PDE1A	Bos taurus (Bovine)	530
281970		Q01061	PDE1B_BOVIN	reviewed	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B (Cam-PDE 1B) (EC 3.1.4.17) (63 kDa Cam-PDE)	PDE1B PDE1B1	Bos taurus (Bovine)	534
281970		Q0VCW5	Q0VCW5_BOVIN	unreviewed	Phosphodiesterase (EC 3.1.4.-)	PDE1B	Bos taurus (Bovine)	535
2823		P51674	GPM6A_HUMAN	reviewed	Neuronal membrane glycoprotein M6-a (M6a)	GPM6A M6A	Homo sapiens (Human)	278
282322		P00517	KAPCA_BOVIN	reviewed	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	PRKACA	Bos taurus (Bovine)	351
2824		A0A024RBV7	A0A024RBV7_HUMAN	unreviewed	Glycoprotein M6B, isoform CRA_b	GPM6B hCG_19695	Homo sapiens (Human)	265
2824		A0A024RBX1	A0A024RBX1_HUMAN	unreviewed	Glycoprotein M6B, isoform CRA_d	GPM6B hCG_19695	Homo sapiens (Human)	305
2824		B7Z248	B7Z248_HUMAN	unreviewed	Neuronal membrane glycoprotein M6-b (cDNA FLJ59871, highly similar to Neuronal membrane glycoprotein M6-b)	GPM6B	Homo sapiens (Human)	179
2824		Q13491	GPM6B_HUMAN	reviewed	Neuronal membrane glycoprotein M6-b (M6b)	GPM6B M6B	Homo sapiens (Human)	265
2824		Q59FD5	Q59FD5_HUMAN	unreviewed	Glycoprotein M6B isoform 1 variant (Fragment)		Homo sapiens (Human)	280
282869		A3KMV5	UBA1_BOVIN	reviewed	Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Ubiquitin-activating enzyme E1)	UBA1 UBE1	Bos taurus (Bovine)	1058
283742		Q52LJ0	FA98B_HUMAN	reviewed	Protein FAM98B	FAM98B	Homo sapiens (Human)	330
285613		Q8NC24	RELL2_HUMAN	reviewed	RELT-like protein 2	RELL2 C5orf16 UNQ9423/PRO34565	Homo sapiens (Human)	303
286839		P62992	RS27A_BOVIN	reviewed	Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a]	RPS27A UBA80 UBCEP1	Bos taurus (Bovine)	156
2873		A0A096LP07	A0A096LP07_HUMAN	unreviewed	COP9 signalosome complex subunit 1	GPS1	Homo sapiens (Human)	486
2873		A0A096LPJ3	A0A096LPJ3_HUMAN	unreviewed	COP9 signalosome complex subunit 1	GPS1	Homo sapiens (Human)	490
2873		C9JFE4	C9JFE4_HUMAN	unreviewed	COP9 signalosome complex subunit 1 (G protein pathway suppressor 1, isoform CRA_b)	GPS1 hCG_1987516	Homo sapiens (Human)	471
2873		Q13098	CSN1_HUMAN	reviewed	COP9 signalosome complex subunit 1 (SGN1) (Signalosome subunit 1) (G protein pathway suppressor 1) (GPS-1) (JAB1-containing signalosome subunit 1) (Protein MFH)	GPS1 COPS1 CSN1	Homo sapiens (Human)	491
2874		Q13227	GPS2_HUMAN	reviewed	G protein pathway suppressor 2 (GPS-2)	GPS2	Homo sapiens (Human)	327
2885		B0LPF3	B0LPF3_HUMAN	unreviewed	Growth factor receptor-bound protein 2 (Growth factor receptor-bound protein 2, isoform CRA_a) (cDNA, FLJ96637, Homo sapiens growth factor receptor-bound protein 2 (GRB2), mRNA)	GRB2 hCG_27179	Homo sapiens (Human)	217
2885		P62993	GRB2_HUMAN	reviewed	Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2)	GRB2 ASH	Homo sapiens (Human)	217
28957		A0A0S2Z563	A0A0S2Z563_HUMAN	unreviewed	Mitochondrial ribosomal protein S28 isoform 1 (Fragment)	MRPS28	Homo sapiens (Human)	187
28957		Q9Y2Q9	RT28_HUMAN	reviewed	28S ribosomal protein S28, mitochondrial (MRP-S28) (S28mt) (28S ribosomal protein S35, mitochondrial) (MRP-S35) (S35mt) (Mitochondrial small ribosomal subunit protein bS1m)	MRPS28 MRPS35 HSPC007	Homo sapiens (Human)	187
28969		A0A024RA42	A0A024RA42_HUMAN	unreviewed	Basic leucine zipper and W2 domains 2, isoform CRA_a	BZW2 hCG_19293	Homo sapiens (Human)	419
28969		Q9Y6E2	BZW2_HUMAN	reviewed	Basic leucine zipper and W2 domain-containing protein 2	BZW2 HSPC028 MSTP017	Homo sapiens (Human)	419
28973		B0S7P4	B0S7P4_HUMAN	unreviewed	MRPS18B (cDNA, FLJ92156, Homo sapiens mitochondrial ribosomal protein S18B (MRPS18B),nuclear gene encoding mitochondrial protein, mRNA)		Homo sapiens (Human)	258
28973		Q9Y676	RT18B_HUMAN	reviewed	28S ribosomal protein S18b, mitochondrial (MRP-S18-b) (Mrps18-b) (S18mt-b) (28S ribosomal protein S18-2, mitochondrial) (MRP-S18-2) (Mitochondrial small ribosomal subunit protein bS18b) (Mitochondrial small ribosomal subunit protein mS40)	MRPS18B C6orf14 HSPC183 PTD017	Homo sapiens (Human)	258
28977		A0A024RBG3	A0A024RBG3_HUMAN	unreviewed	Mitochondrial ribosomal protein L42, isoform CRA_b	MRPL42 hCG_1647154	Homo sapiens (Human)	142
28977		Q9Y6G3	RM42_HUMAN	reviewed	39S ribosomal protein L42, mitochondrial (L42mt) (MRP-L42) (39S ribosomal protein L31, mitochondrial) (L31mt) (MRP-L31) (Mitochondrial large ribosomal subunit protein mL42)	MRPL42 MRPL31 MRPS32 RPML31 HSPC204 PTD007	Homo sapiens (Human)	142
28988		B4DUF9	B4DUF9_HUMAN	unreviewed	cDNA FLJ59432, highly similar to Drebrin-like protein		Homo sapiens (Human)	336
28988		Q9UJU6	DBNL_HUMAN	reviewed	Drebrin-like protein (Cervical SH3P7) (Cervical mucin-associated protein) (Drebrin-F) (HPK1-interacting protein of 55 kDa) (HIP-55) (SH3 domain-containing protein 7)	DBNL CMAP SH3P7 PP5423	Homo sapiens (Human)	430
29072		Q9BYW2	SETD2_HUMAN	reviewed	Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.43) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP)	SETD2 HIF1 HYPB KIAA1732 KMT3A SET2 HSPC069	Homo sapiens (Human)	2564
2908		B7Z7I2	B7Z7I2_HUMAN	unreviewed	cDNA FLJ50281, highly similar to Glucocorticoid receptor		Homo sapiens (Human)	380
2908		E5KQF5	E5KQF5_HUMAN	unreviewed	Glucocorticoid receptor (Nuclear receptor subfamily 3, group C, member 1 (Glucocorticoid receptor), isoform CRA_b)	NR3C1 hCG_37601	Homo sapiens (Human)	742
2908		E5KQF6	E5KQF6_HUMAN	unreviewed	Glucocorticoid receptor (Nuclear receptor subfamily 3, group C, member 1 (Glucocorticoid receptor), isoform CRA_a)	NR3C1 hCG_37601	Homo sapiens (Human)	778
2908		F1D8N4	F1D8N4_HUMAN	unreviewed	Glucocorticoid nuclear receptor variant 1	NR3C1	Homo sapiens (Human)	777
2908		P04150	GCR_HUMAN	reviewed	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	Homo sapiens (Human)	777
29082		Q9BY43	CHM4A_HUMAN	reviewed	Charged multivesicular body protein 4a (Chromatin-modifying protein 4a) (CHMP4a) (SNF7 homolog associated with Alix-2) (SNF7-1) (hSnf-1) (Vacuolar protein sorting-associated protein 32-1) (Vps32-1) (hVps32-1)	CHMP4A C14orf123 SHAX2 CDA04 HSPC134	Homo sapiens (Human)	222
29101		Q9NP77	SSU72_HUMAN	reviewed	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 (CTD phosphatase SSU72) (EC 3.1.3.16)	SSU72 HSPC182 PNAS-120	Homo sapiens (Human)	194
29104		Q9Y5N5	HEMK2_HUMAN	reviewed	HemK methyltransferase family member 2 (EC 2.1.1.-) (M.HsaHemK2P) (N(6)-adenine-specific DNA methyltransferase 1)	N6AMT1 C21orf127 HEMK2 PRED28	Homo sapiens (Human)	214
29119		A8K141	A8K141_HUMAN	unreviewed	Catenin (Cadherin-associated protein), alpha 3, isoform CRA_a (cDNA FLJ78082, highly similar to Homo sapiens alphaT-catenin (CTNNA3) mRNA) (cDNA, FLJ94516, highly similar to Homo sapiens catenin (cadherin-associated protein), alpha 3 (CTNNA3), mRNA)	CTNNA3 hCG_1810899	Homo sapiens (Human)	895
29119		Q8WW10	Q8WW10_HUMAN	unreviewed	CTNNA3 protein	CTNNA3	Homo sapiens (Human)	376
29119		Q9UI47	CTNA3_HUMAN	reviewed	Catenin alpha-3 (Alpha T-catenin) (Cadherin-associated protein)	CTNNA3	Homo sapiens (Human)	895
292		P05141	ADT2_HUMAN	reviewed	ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]	SLC25A5 ANT2	Homo sapiens (Human)	298
292		Q6NVC0	Q6NVC0_HUMAN	unreviewed	SLC25A5 protein (Fragment)	SLC25A5	Homo sapiens (Human)	323
2923		P30101	PDIA3_HUMAN	reviewed	Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60)	PDIA3 ERP57 ERP60 GRP58	Homo sapiens (Human)	505
2923		V9HVY3	V9HVY3_HUMAN	unreviewed	Protein disulfide-isomerase (EC 5.3.4.1)	HEL-S-269 HEL-S-93n PDIA3 hCG_38001	Homo sapiens (Human)	505
29274		O88846	RNF4_RAT	reviewed	E3 ubiquitin-protein ligase RNF4 (EC 2.3.2.27) (RING finger protein 4) (RING-type E3 ubiquitin transferase RNF4) (Small nuclear ring finger protein) (Protein SNURF)	Rnf4 Snurf	Rattus norvegicus (Rat)	194
293		P12236	ADT3_HUMAN	reviewed	ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]	SLC25A6 ANT3 CDABP0051	Homo sapiens (Human)	298
293		Q6I9V5	Q6I9V5_HUMAN	unreviewed	SLC25A6 protein (Solute carrier family 25 (Mitochondrial carrier adenine nucleotide translocator), member 6) (cDNA, FLJ92654, highly similar to Homo sapiens solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6 (SLC25A6), mRNA)	SLC25A6 hCG_1746794	Homo sapiens (Human)	298
2935		B2RCT6	B2RCT6_HUMAN	unreviewed	cDNA, FLJ96276, highly similar to Homo sapiens G1 to S phase transition 1 (GSPT1), mRNA		Homo sapiens (Human)	499
2935		P15170	ERF3A_HUMAN	reviewed	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Eukaryotic peptide chain release factor subunit 3a) (eRF3a) (G1 to S phase transition protein 1 homolog)	GSPT1 ERF3A	Homo sapiens (Human)	499
2935		Q7KZX8	Q7KZX8_HUMAN	unreviewed	G1 to S phase transition 1		Homo sapiens (Human)	498
29539		F1LN88	F1LN88_RAT	unreviewed	Aldehyde dehydrogenase, mitochondrial (RCG21519, isoform CRA_a)	Aldh2 rCG_21519	Rattus norvegicus (Rat)	519
29539		P11884	ALDH2_RAT	reviewed	Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDH1)	Aldh2	Rattus norvegicus (Rat)	519
2959		Q00403	TF2B_HUMAN	reviewed	Transcription initiation factor IIB (General transcription factor TFIIB) (S300-II)	GTF2B TF2B TFIIB	Homo sapiens (Human)	316
2960		P29083	T2EA_HUMAN	reviewed	General transcription factor IIE subunit 1 (General transcription factor IIE 56 kDa subunit) (Transcription initiation factor IIE subunit alpha) (TFIIE-alpha)	GTF2E1 TF2E1	Homo sapiens (Human)	439
2961		P29084	T2EB_HUMAN	reviewed	Transcription initiation factor IIE subunit beta (TFIIE-beta) (General transcription factor IIE subunit 2)	GTF2E2 TF2E2	Homo sapiens (Human)	291
2962		P35269	T2FA_HUMAN	reviewed	General transcription factor IIF subunit 1 (General transcription factor IIF 74 kDa subunit) (Transcription initiation factor IIF subunit alpha) (TFIIF-alpha) (Transcription initiation factor RAP74)	GTF2F1 RAP74	Homo sapiens (Human)	517
2963		A0A024RDU9	A0A024RDU9_HUMAN	unreviewed	General transcription factor IIF subunit 2 (EC 3.6.4.12) (Transcription initiation factor IIF subunit beta)	GTF2F2 hCG_1811827	Homo sapiens (Human)	249
2963		P13984	T2FB_HUMAN	reviewed	General transcription factor IIF subunit 2 (EC 3.6.4.12) (ATP-dependent helicase GTF2F2) (General transcription factor IIF 30 kDa subunit) (Transcription initiation factor IIF subunit beta) (TFIIF-beta) (Transcription initiation factor RAP30)	GTF2F2 RAP30	Homo sapiens (Human)	249
2965		P32780	TF2H1_HUMAN	reviewed	General transcription factor IIH subunit 1 (Basic transcription factor 2 62 kDa subunit) (BTF2 p62) (General transcription factor IIH polypeptide 1) (TFIIH basal transcription factor complex p62 subunit)	GTF2H1 BTF2	Homo sapiens (Human)	548
2969		A8K9W7	A8K9W7_HUMAN	unreviewed	cDNA FLJ77440, highly similar to Homo sapiens general transcription factor II, i (GTF2I), transcript variant 2, mRNA		Homo sapiens (Human)	978
2969		P78347	GTF2I_HUMAN	reviewed	General transcription factor II-I (GTFII-I) (TFII-I) (Bruton tyrosine kinase-associated protein 135) (BAP-135) (BTK-associated protein 135) (SRF-Phox1-interacting protein) (SPIN) (Williams-Beuren syndrome chromosomal region 6 protein)	GTF2I BAP135 WBSCR6	Homo sapiens (Human)	998
2969		Q499G6	Q499G6_HUMAN	unreviewed	General transcription factor II, i	GTF2I	Homo sapiens (Human)	976
2969		X5D2J9	X5D2J9_HUMAN	unreviewed	General transcription factor IIi isoform D (Fragment)	GTF2I	Homo sapiens (Human)	957
2969		X5D939	X5D939_HUMAN	unreviewed	General transcription factor IIi isoform C (Fragment)	GTF2I	Homo sapiens (Human)	977
2969		X5DNP5	X5DNP5_HUMAN	unreviewed	General transcription factor IIi isoform B (Fragment)	GTF2I	Homo sapiens (Human)	978
2969		X5DR09	X5DR09_HUMAN	unreviewed	General transcription factor IIi isoform A (Fragment)	GTF2I	Homo sapiens (Human)	998
2976		Q8WUA4	TF3C2_HUMAN	reviewed	General transcription factor 3C polypeptide 2 (TF3C-beta) (Transcription factor IIIC 110 kDa subunit) (TFIIIC 110 kDa subunit) (TFIIIC110) (Transcription factor IIIC subunit beta)	GTF3C2 KIAA0011	Homo sapiens (Human)	911
29789		Q9NTK5	OLA1_HUMAN	reviewed	Obg-like ATPase 1 (DNA damage-regulated overexpressed in cancer 45) (DOC45) (GTP-binding protein 9)	OLA1 GTPBP9 PRO2455 PTD004	Homo sapiens (Human)	396
2980		Q02747	GUC2A_HUMAN	reviewed	Guanylin (Guanylate cyclase activator 2A) (Guanylate cyclase-activating protein 1) (Guanylate cyclase-activating protein I) (GCAP-I) [Cleaved into: HMW-guanylin; Guanylin]	GUCA2A GUCA2	Homo sapiens (Human)	115
29843		Q6N001	Q6N001_HUMAN	unreviewed	Uncharacterized protein DKFZp686L1432	DKFZp686L1432	Homo sapiens (Human)	162
29843		Q7Z3G1	Q7Z3G1_HUMAN	unreviewed	Uncharacterized protein DKFZp686P15142	DKFZp686P15142	Homo sapiens (Human)	123
29843		Q9P0U3	SENP1_HUMAN	reviewed	Sentrin-specific protease 1 (EC 3.4.22.-) (Sentrin/SUMO-specific protease SENP1)	SENP1	Homo sapiens (Human)	644
29882		Q9UJX6	ANC2_HUMAN	reviewed	Anaphase-promoting complex subunit 2 (APC2) (Cyclosome subunit 2)	ANAPC2 APC2 KIAA1406	Homo sapiens (Human)	822
29915		Q9Y5Z7	HCFC2_HUMAN	reviewed	Host cell factor 2 (HCF-2) (C2 factor)	HCFC2	Homo sapiens (Human)	792
29920		A0A087WTV6	A0A087WTV6_HUMAN	unreviewed	Pyrroline-5-carboxylate reductase 2	PYCR2	Homo sapiens (Human)	246
